OrderID,OrderDate,SalesPersonID,AreaID,ProductID,Quantity,UnitPrice,SalesAmount
O471,7/5/2018,S006,A001,P003,11,250.00,2750.00
O472,7/5/2018,S007,A002,P004,9,310.45,2794.05
O473,7/6/2018,S008,A003,P005,4,53.00,212.00
O474,7/6/2018,S009,A004,P006,4,120.00,480.00
O475,7/7/2018,S010,A005,P007,1,234.51,234.51
O476,7/7/2018,S011,A006,P008,3,234.20,702.60
O477,7/8/2018,S012,A007,P009,1,634.00,634.00
O478,7/8/2018,S013,A008,P010,5,521.00,2605.00
O479,7/10/2018,S014,A009,P011,9,533.00,4797.00
O480,7/10/2018,S015,A010,P012,9,51.00,459.00
O481,7/10/2018,S001,A001,P001,12,100.00,1200.00
O482,7/11/2018,S002,A002,P002,1,200.00,200.00
O483,7/11/2018,S003,A003,P003,11,250.00,2750.00
O484,7/11/2018,S004,A004,P004,1,310.45,310.45
O485,7/12/2018,S005,A005,P005,2,53.00,106.00
O486,7/12/2018,S006,A006,P006,7,120.00,840.00
O487,7/12/2018,S007,A007,P007,3,234.51,703.53
O488,7/12/2018,S008,A008,P008,2,234.20,468.40
O489,7/12/2018,S009,A009,P009,6,634.00,3804.00
O490,7/13/2018,S010,A010,P010,1,521.00,521.00
O491,7/13/2018,S011,A001,P011,1,533.00,533.00
O492,7/14/2018,S012,A002,P012,4,51.00,204.00
O493,7/14/2018,S013,A003,P001,6,100.00,600.00
O494,7/14/2018,S014,A004,P002,5,200.00,1000.00
O495,7/14/2018,S015,A005,P003,8,250.00,2000.00
O496,7/14/2018,S001,A006,P004,9,310.45,2794.05
O497,7/14/2018,S002,A007,P005,10,53.00,530.00
O498,7/14/2018,S003,A008,P006,5,120.00,600.00
O499,7/14/2018,S004,A009,P007,4,234.51,938.04
O500,7/15/2018,S005,A010,P008,3,234.20,702.60
O501,7/15/2018,S006,A001,P009,2,634.00,1268.00
O502,7/16/2018,S007,A002,P010,7,521.00,3647.00
O503,7/16/2018,S008,A003,P011,8,533.00,4264.00
O504,7/16/2018,S009,A004,P012,3,51.00,153.00
O505,7/16/2018,S010,A005,P001,4,100.00,400.00
O506,7/16/2018,S011,A006,P002,12,200.00,2400.00
O507,7/16/2018,S012,A007,P003,3,250.00,750.00
O508,7/16/2018,S013,A008,P004,8,310.45,2483.60
O509,7/17/2018,S014,A009,P005,11,53.00,583.00
O510,7/17/2018,S015,A010,P006,8,120.00,960.00
O511,7/18/2018,S001,A001,P007,8,234.51,1876.08
O512,7/18/2018,S002,A002,P008,7,234.20,1639.40
O513,7/19/2018,S003,A003,P009,8,634.00,5072.00
O514,7/19/2018,S004,A004,P010,4,521.00,2084.00
O515,7/20/2018,S005,A005,P011,1,533.00,533.00
O516,7/20/2018,S006,A006,P012,7,51.00,357.00
O517,7/21/2018,S007,A007,P001,6,100.00,600.00
O518,7/22/2018,S008,A008,P002,10,200.00,2000.00
O519,7/22/2018,S009,A009,P003,5,250.00,1250.00
O520,7/23/2018,S010,A010,P004,12,310.45,3725.40
O521,7/24/2018,S011,A001,P005,3,53.00,159.00
O522,7/24/2018,S012,A002,P006,7,120.00,840.00
O523,7/24/2018,S013,A003,P007,5,234.51,1172.55
O524,7/24/2018,S014,A004,P008,11,234.20,2576.20
O525,7/25/2018,S015,A005,P009,6,634.00,3804.00
O526,7/25/2018,S001,A006,P010,3,521.00,1563.00
O527,7/25/2018,S002,A007,P011,1,533.00,533.00
O528,7/25/2018,S003,A008,P012,5,51.00,255.00
O529,7/26/2018,S004,A009,P001,11,100.00,1100.00
O530,7/26/2018,S005,A010,P002,12,200.00,2400.00
O531,7/26/2018,S006,A001,P003,2,250.00,500.00
O532,7/27/2018,S007,A002,P004,8,310.45,2483.60
O533,7/27/2018,S008,A003,P005,9,53.00,477.00
O534,7/28/2018,S009,A004,P006,1,120.00,120.00
O535,7/28/2018,S010,A005,P007,8,234.51,1876.08
O536,7/28/2018,S011,A006,P008,2,234.20,468.40
O537,7/29/2018,S012,A007,P009,6,634.00,3804.00
O538,7/29/2018,S013,A008,P010,3,521.00,1563.00
O539,7/29/2018,S014,A009,P011,9,533.00,4797.00
O540,7/29/2018,S015,A010,P012,7,51.00,357.00
O541,7/29/2018,S001,A001,P001,5,100.00,500.00
O542,7/30/2018,S002,A002,P002,11,200.00,2200.00
O543,7/31/2018,S003,A003,P003,8,250.00,2000.00
O544,7/31/2018,S004,A004,P004,8,310.45,2483.60
O545,7/31/2018,S005,A005,P005,3,53.00,159.00
O546,7/31/2018,S006,A006,P006,7,120.00,840.00
O547,8/1/2018,S007,A007,P007,8,234.51,1876.08
O548,8/1/2018,S008,A008,P008,11,234.20,2576.20
O549,8/2/2018,S009,A009,P009,11,634.00,6974.00
O550,8/2/2018,S010,A010,P010,8,521.00,4168.00
O551,8/3/2018,S011,A001,P011,12,533.00,6396.00
O552,8/3/2018,S012,A002,P012,9,51.00,459.00
O553,8/4/2018,S013,A003,P001,3,100.00,300.00
O554,8/4/2018,S014,A004,P002,12,200.00,2400.00
O555,8/4/2018,S015,A005,P003,5,250.00,1250.00
O556,8/5/2018,S001,A006,P004,2,310.45,620.90
O557,8/6/2018,S002,A007,P005,8,53.00,424.00
O558,8/6/2018,S003,A008,P006,5,120.00,600.00
O559,8/6/2018,S004,A009,P007,7,234.51,1641.57
O560,8/7/2018,S005,A010,P008,6,234.20,1405.20
O561,8/7/2018,S006,A001,P009,6,634.00,3804.00
O562,8/8/2018,S007,A002,P010,5,521.00,2605.00
O563,8/8/2018,S008,A003,P011,6,533.00,3198.00
O564,8/9/2018,S009,A004,P012,11,51.00,561.00
O565,8/9/2018,S010,A005,P001,1,100.00,100.00
O566,8/9/2018,S011,A006,P002,8,200.00,1600.00
O567,8/9/2018,S012,A007,P003,12,250.00,3000.00
O568,8/9/2018,S013,A008,P004,7,310.45,2173.15
O569,8/9/2018,S014,A009,P005,9,53.00,477.00
O570,8/10/2018,S015,A010,P006,7,120.00,840.00
O571,8/10/2018,S001,A001,P007,2,234.51,469.02
O572,8/11/2018,S002,A002,P008,5,234.20,1171.00
O573,8/12/2018,S003,A003,P009,3,634.00,1902.00
O574,8/13/2018,S004,A004,P010,3,521.00,1563.00
O575,8/13/2018,S005,A005,P011,4,533.00,2132.00
O576,8/13/2018,S006,A006,P012,2,51.00,102.00
O577,8/14/2018,S007,A007,P001,4,100.00,400.00
O578,8/14/2018,S008,A008,P002,10,200.00,2000.00
O579,8/14/2018,S009,A009,P003,5,250.00,1250.00
O580,8/14/2018,S010,A010,P004,10,310.45,3104.50
O581,8/15/2018,S011,A001,P005,6,53.00,318.00
O582,8/15/2018,S012,A002,P006,3,120.00,360.00
O583,8/15/2018,S013,A003,P007,7,234.51,1641.57
O584,8/16/2018,S014,A004,P008,11,234.20,2576.20
O585,8/16/2018,S015,A005,P009,9,634.00,5706.00
O586,8/16/2018,S001,A006,P010,4,521.00,2084.00
O587,8/17/2018,S002,A007,P011,1,533.00,533.00
O588,8/17/2018,S003,A008,P012,6,51.00,306.00
O589,8/17/2018,S004,A009,P001,10,100.00,1000.00
O590,8/18/2018,S005,A010,P002,7,200.00,1400.00
O591,8/18/2018,S006,A001,P003,6,250.00,1500.00
O592,8/18/2018,S007,A002,P004,11,310.45,3414.95
O593,8/19/2018,S008,A003,P005,11,53.00,583.00
O594,8/19/2018,S009,A004,P006,10,120.00,1200.00
O595,8/19/2018,S010,A005,P007,4,234.51,938.04
O596,8/19/2018,S011,A006,P008,9,234.20,2107.80
O597,8/20/2018,S012,A007,P009,10,634.00,6340.00
O598,8/21/2018,S013,A008,P010,11,521.00,5731.00
O599,8/21/2018,S014,A009,P011,9,533.00,4797.00
O600,8/21/2018,S015,A010,P012,8,51.00,408.00
O601,8/21/2018,S001,A001,P001,11,100.00,1100.00
O602,8/21/2018,S002,A002,P002,7,200.00,1400.00
O603,8/21/2018,S003,A003,P003,7,250.00,1750.00
O604,8/22/2018,S004,A004,P004,5,310.45,1552.25
O605,8/22/2018,S005,A005,P005,1,53.00,53.00
O606,8/23/2018,S006,A006,P006,11,120.00,1320.00
O607,8/23/2018,S007,A007,P007,8,234.51,1876.08
O608,8/24/2018,S008,A008,P008,1,234.20,234.20
O609,8/25/2018,S009,A009,P009,7,634.00,4438.00
O610,8/25/2018,S010,A010,P010,9,521.00,4689.00
O611,8/25/2018,S011,A001,P011,1,533.00,533.00
O612,8/25/2018,S012,A002,P012,9,51.00,459.00
O613,8/26/2018,S013,A003,P001,5,100.00,500.00
O614,8/26/2018,S014,A004,P002,9,200.00,1800.00
O615,8/26/2018,S015,A005,P003,4,250.00,1000.00
O616,8/26/2018,S001,A006,P004,9,310.45,2794.05
O617,8/27/2018,S002,A007,P005,10,53.00,530.00
O618,8/27/2018,S003,A008,P006,1,120.00,120.00
O619,8/27/2018,S004,A009,P007,10,234.51,2345.10
O620,8/28/2018,S005,A010,P008,4,234.20,936.80
O621,8/28/2018,S006,A001,P009,9,634.00,5706.00
O622,8/29/2018,S007,A002,P010,6,521.00,3126.00
O623,8/29/2018,S008,A003,P011,9,533.00,4797.00
O624,8/29/2018,S009,A004,P012,11,51.00,561.00
O625,8/29/2018,S010,A005,P001,7,100.00,700.00
O626,8/30/2018,S011,A006,P002,6,200.00,1200.00
O627,8/30/2018,S012,A007,P003,1,250.00,250.00
O628,8/30/2018,S013,A008,P004,2,310.45,620.90
O629,8/30/2018,S014,A009,P005,2,53.00,106.00
O630,8/31/2018,S015,A010,P006,5,120.00,600.00
O631,8/31/2018,S001,A001,P007,5,234.51,1172.55
O632,9/1/2018,S002,A002,P008,8,234.20,1873.60
O633,9/1/2018,S003,A003,P009,1,634.00,634.00
O634,9/1/2018,S004,A004,P010,5,521.00,2605.00
O635,9/1/2018,S005,A005,P011,3,533.00,1599.00
O636,9/2/2018,S006,A006,P012,9,51.00,459.00
O637,9/2/2018,S007,A007,P001,6,100.00,600.00
O638,9/2/2018,S008,A008,P002,10,200.00,2000.00
O639,9/2/2018,S009,A009,P003,3,250.00,750.00
O640,9/2/2018,S010,A010,P004,3,310.45,931.35
O641,9/3/2018,S011,A001,P005,9,53.00,477.00
O642,9/3/2018,S012,A002,P006,10,120.00,1200.00
O643,9/3/2018,S013,A003,P007,10,234.51,2345.10
O644,9/3/2018,S014,A004,P008,7,234.20,1639.40
O645,9/3/2018,S015,A005,P009,4,634.00,2536.00
O646,9/4/2018,S001,A006,P010,1,521.00,521.00
O647,9/4/2018,S002,A007,P011,3,533.00,1599.00
O648,9/4/2018,S003,A008,P012,1,51.00,51.00
O649,9/5/2018,S004,A009,P001,11,100.00,1100.00
O650,9/5/2018,S005,A010,P002,3,200.00,600.00
O651,9/5/2018,S006,A001,P003,3,250.00,750.00
O652,9/6/2018,S007,A002,P004,3,310.45,931.35
O653,9/7/2018,S008,A003,P005,5,53.00,265.00
O654,9/7/2018,S009,A004,P006,6,120.00,720.00
O655,9/7/2018,S010,A005,P007,4,234.51,938.04
O656,9/8/2018,S011,A006,P008,10,234.20,2342.00
O657,9/8/2018,S012,A007,P009,8,634.00,5072.00
O658,9/8/2018,S013,A008,P010,9,521.00,4689.00
O659,9/8/2018,S014,A009,P011,10,533.00,5330.00
O660,9/8/2018,S015,A010,P012,4,51.00,204.00
O661,9/9/2018,S001,A001,P001,2,100.00,200.00
O662,9/9/2018,S002,A002,P002,7,200.00,1400.00
O663,9/10/2018,S003,A003,P003,8,250.00,2000.00
O664,9/10/2018,S004,A004,P004,11,310.45,3414.95
O665,9/10/2018,S005,A005,P005,8,53.00,424.00
O666,9/10/2018,S006,A006,P006,3,120.00,360.00
O667,9/11/2018,S007,A007,P007,12,234.51,2814.12
O668,9/11/2018,S008,A008,P008,6,234.20,1405.20
O669,9/11/2018,S009,A009,P009,12,634.00,7608.00
O670,9/11/2018,S010,A010,P010,12,521.00,6252.00
O671,9/12/2018,S011,A001,P011,10,533.00,5330.00
O672,9/13/2018,S012,A002,P012,3,51.00,153.00
O673,9/13/2018,S013,A003,P001,12,100.00,1200.00
O674,9/13/2018,S014,A004,P002,12,200.00,2400.00
O675,9/14/2018,S015,A005,P003,1,250.00,250.00
O676,9/14/2018,S001,A006,P004,2,310.45,620.90
O677,9/14/2018,S002,A007,P005,7,53.00,371.00
O678,9/15/2018,S003,A008,P006,3,120.00,360.00
O679,9/15/2018,S004,A009,P007,5,234.51,1172.55
O680,9/16/2018,S005,A010,P008,5,234.20,1171.00
O681,9/16/2018,S006,A001,P009,5,634.00,3170.00
O682,9/16/2018,S007,A002,P010,3,521.00,1563.00
O683,9/18/2018,S008,A003,P011,6,533.00,3198.00
O684,9/20/2018,S009,A004,P012,5,51.00,255.00
O685,9/20/2018,S010,A005,P001,11,100.00,1100.00
O686,9/20/2018,S011,A006,P002,9,200.00,1800.00
O687,9/20/2018,S012,A007,P003,10,250.00,2500.00
O688,9/20/2018,S013,A008,P004,12,310.45,3725.40
O689,9/20/2018,S014,A009,P005,9,53.00,477.00
O690,9/20/2018,S015,A010,P006,2,120.00,240.00
O691,9/21/2018,S001,A001,P007,12,234.51,2814.12
O692,9/21/2018,S002,A002,P008,11,234.20,2576.20
O693,9/21/2018,S003,A003,P009,11,634.00,6974.00
O694,9/21/2018,S004,A004,P010,3,521.00,1563.00
O695,9/21/2018,S005,A005,P011,1,533.00,533.00
O696,9/23/2018,S006,A006,P012,11,51.00,561.00
O697,9/23/2018,S007,A007,P001,9,100.00,900.00
O698,9/24/2018,S008,A008,P002,3,200.00,600.00
O699,9/24/2018,S009,A009,P003,8,250.00,2000.00
O700,9/24/2018,S010,A010,P004,10,310.45,3104.50
O701,9/25/2018,S011,A001,P005,12,53.00,636.00
O702,9/25/2018,S012,A002,P006,11,120.00,1320.00
O703,9/25/2018,S013,A003,P007,8,234.51,1876.08
O704,9/25/2018,S014,A004,P008,6,234.20,1405.20
O705,9/25/2018,S015,A005,P009,10,634.00,6340.00
O706,9/26/2018,S001,A006,P010,4,521.00,2084.00
O707,9/26/2018,S002,A007,P011,8,533.00,4264.00
O708,9/26/2018,S003,A008,P012,1,51.00,51.00
O709,9/27/2018,S004,A009,P001,12,100.00,1200.00
O710,9/27/2018,S005,A010,P002,11,200.00,2200.00
O711,9/27/2018,S006,A001,P003,1,250.00,250.00
O712,9/27/2018,S007,A002,P004,6,310.45,1862.70
O713,9/27/2018,S008,A003,P005,11,53.00,583.00
O714,9/28/2018,S009,A004,P006,7,120.00,840.00
O715,9/29/2018,S010,A005,P007,10,234.51,2345.10
O716,9/30/2018,S011,A006,P008,6,234.20,1405.20
O717,9/30/2018,S012,A007,P009,8,634.00,5072.00
O718,9/30/2018,S013,A008,P010,6,521.00,3126.00
O719,10/1/2018,S014,A009,P011,4,533.00,2132.00
O720,10/1/2018,S015,A010,P012,12,51.00,612.00
O721,10/2/2018,S001,A001,P001,7,100.00,700.00
O722,10/2/2018,S002,A002,P002,9,200.00,1800.00
O723,10/3/2018,S003,A003,P003,12,250.00,3000.00
O724,10/3/2018,S004,A004,P004,3,310.45,931.35
O725,10/5/2018,S005,A005,P005,1,53.00,53.00
O726,10/5/2018,S006,A006,P006,4,120.00,480.00
O727,10/5/2018,S007,A007,P007,11,234.51,2579.61
O728,10/6/2018,S008,A008,P008,8,234.20,1873.60
O729,10/7/2018,S009,A009,P009,8,634.00,5072.00
O730,10/7/2018,S010,A010,P010,4,521.00,2084.00
O731,10/8/2018,S011,A001,P011,3,533.00,1599.00
O732,10/8/2018,S012,A002,P012,9,51.00,459.00
O733,10/9/2018,S013,A003,P001,7,100.00,700.00
O734,10/9/2018,S014,A004,P002,5,200.00,1000.00
O735,10/9/2018,S015,A005,P003,12,250.00,3000.00
O736,10/9/2018,S001,A006,P004,12,310.45,3725.40
O737,10/9/2018,S002,A007,P005,8,53.00,424.00
O738,10/10/2018,S003,A008,P006,5,120.00,600.00
O739,10/10/2018,S004,A009,P007,12,234.51,2814.12
O740,10/10/2018,S005,A010,P008,11,234.20,2576.20
O741,10/10/2018,S006,A001,P009,7,634.00,4438.00
O742,10/11/2018,S007,A002,P010,7,521.00,3647.00
O743,10/11/2018,S008,A003,P011,3,533.00,1599.00
O744,10/11/2018,S009,A004,P012,12,51.00,612.00
O745,10/11/2018,S010,A005,P001,7,100.00,700.00
O746,10/11/2018,S011,A006,P002,1,200.00,200.00
O747,10/11/2018,S012,A007,P003,2,250.00,500.00
O748,10/12/2018,S013,A008,P004,10,310.45,3104.50
O749,10/13/2018,S014,A009,P005,9,53.00,477.00
O750,10/13/2018,S015,A010,P006,1,120.00,120.00
O751,10/13/2018,S001,A001,P007,1,234.51,234.51
O752,10/14/2018,S002,A002,P008,10,234.20,2342.00
O753,10/14/2018,S003,A003,P009,8,634.00,5072.00
O754,10/15/2018,S004,A004,P010,7,521.00,3647.00
O755,10/15/2018,S005,A005,P011,2,533.00,1066.00
O756,10/15/2018,S006,A006,P012,1,51.00,51.00
O757,10/15/2018,S007,A007,P001,1,100.00,100.00
O758,10/15/2018,S008,A008,P002,2,200.00,400.00
O759,10/15/2018,S009,A009,P003,6,250.00,1500.00
O760,10/15/2018,S010,A010,P004,12,310.45,3725.40
O761,10/16/2018,S011,A001,P005,11,53.00,583.00
O762,10/16/2018,S012,A002,P006,1,120.00,120.00
O763,10/16/2018,S013,A003,P007,1,234.51,234.51
O764,10/17/2018,S014,A004,P008,12,234.20,2810.40
O765,10/17/2018,S015,A005,P009,2,634.00,1268.00
O766,10/17/2018,S001,A006,P010,8,521.00,4168.00
O767,10/17/2018,S002,A007,P011,9,533.00,4797.00
O768,10/17/2018,S003,A008,P012,12,51.00,612.00
O769,10/17/2018,S004,A009,P001,1,100.00,100.00
O770,10/17/2018,S005,A010,P002,1,200.00,200.00
O771,10/18/2018,S006,A001,P003,1,250.00,250.00
O772,10/18/2018,S007,A002,P004,11,310.45,3414.95
O773,10/18/2018,S008,A003,P005,11,53.00,583.00
O774,10/19/2018,S009,A004,P006,1,120.00,120.00
O775,10/19/2018,S010,A005,P007,6,234.51,1407.06
O776,10/19/2018,S011,A006,P008,10,234.20,2342.00
O777,10/19/2018,S012,A007,P009,9,634.00,5706.00
O778,10/19/2018,S013,A008,P010,2,521.00,1042.00
O779,10/19/2018,S014,A009,P011,3,533.00,1599.00
O780,10/20/2018,S015,A010,P012,5,51.00,255.00
O781,10/21/2018,S001,A001,P001,8,100.00,800.00
O782,10/21/2018,S002,A002,P002,7,200.00,1400.00
O783,10/21/2018,S003,A003,P003,2,250.00,500.00
O784,10/21/2018,S004,A004,P004,5,310.45,1552.25
O785,10/21/2018,S005,A005,P005,11,53.00,583.00
O786,10/22/2018,S006,A006,P006,12,120.00,1440.00
O787,10/22/2018,S007,A007,P007,3,234.51,703.53
O788,10/23/2018,S008,A008,P008,6,234.20,1405.20
O789,10/23/2018,S009,A009,P009,10,634.00,6340.00
O790,10/24/2018,S010,A010,P010,5,521.00,2605.00
O791,10/24/2018,S011,A001,P011,2,533.00,1066.00
O792,10/25/2018,S012,A002,P012,6,51.00,306.00
O793,10/25/2018,S013,A003,P001,9,100.00,900.00
O794,10/26/2018,S014,A004,P002,1,200.00,200.00
O795,10/26/2018,S015,A005,P003,10,250.00,2500.00
O796,10/27/2018,S001,A006,P004,12,310.45,3725.40
O797,10/27/2018,S002,A007,P005,5,53.00,265.00
O798,10/27/2018,S003,A008,P006,9,120.00,1080.00
O799,10/27/2018,S004,A009,P007,11,234.51,2579.61
O800,10/29/2018,S005,A010,P008,7,234.20,1639.40
O801,10/29/2018,S006,A001,P009,2,634.00,1268.00
O802,10/29/2018,S007,A002,P010,12,521.00,6252.00
O803,10/30/2018,S008,A003,P011,2,533.00,1066.00
O804,10/30/2018,S009,A004,P012,9,51.00,459.00
O805,10/31/2018,S010,A005,P001,5,100.00,500.00
O806,10/31/2018,S011,A006,P002,11,200.00,2200.00
O807,11/2/2018,S012,A007,P003,9,250.00,2250.00
O808,11/2/2018,S013,A008,P004,5,310.45,1552.25
O809,11/3/2018,S014,A009,P005,7,53.00,371.00
O810,11/3/2018,S015,A010,P006,12,120.00,1440.00
O811,11/3/2018,S001,A001,P007,1,234.51,234.51
O812,11/4/2018,S002,A002,P008,11,234.20,2576.20
O813,11/4/2018,S003,A003,P009,11,634.00,6974.00
O814,11/4/2018,S004,A004,P010,3,521.00,1563.00
O815,11/5/2018,S005,A005,P011,8,533.00,4264.00
O816,11/6/2018,S006,A006,P012,8,51.00,408.00
O817,11/6/2018,S007,A007,P001,7,100.00,700.00
O818,11/7/2018,S008,A008,P002,10,200.00,2000.00
O819,11/8/2018,S009,A009,P003,6,250.00,1500.00
O820,11/8/2018,S010,A010,P004,11,310.45,3414.95
O821,11/8/2018,S011,A001,P005,9,53.00,477.00
O822,11/9/2018,S012,A002,P006,9,120.00,1080.00
O823,11/10/2018,S013,A003,P007,2,234.51,469.02
O824,11/11/2018,S014,A004,P008,7,234.20,1639.40
O825,11/11/2018,S015,A005,P009,3,634.00,1902.00
O826,11/11/2018,S001,A006,P010,5,521.00,2605.00
O827,11/11/2018,S002,A007,P011,5,533.00,2665.00
O828,11/12/2018,S003,A008,P012,11,51.00,561.00
O829,11/12/2018,S004,A009,P001,5,100.00,500.00
O830,11/13/2018,S005,A010,P002,6,200.00,1200.00
O831,11/13/2018,S006,A001,P003,12,250.00,3000.00
O832,11/15/2018,S007,A002,P004,10,310.45,3104.50
O833,11/16/2018,S008,A003,P005,1,53.00,53.00
O834,11/17/2018,S009,A004,P006,5,120.00,600.00
O835,11/17/2018,S010,A005,P007,5,234.51,1172.55
O836,11/17/2018,S011,A006,P008,3,234.20,702.60
O837,11/18/2018,S012,A007,P009,2,634.00,1268.00
O838,11/18/2018,S013,A008,P010,8,521.00,4168.00
O839,11/18/2018,S014,A009,P011,5,533.00,2665.00
O840,11/18/2018,S015,A010,P012,9,51.00,459.00
O841,11/18/2018,S001,A001,P001,2,100.00,200.00
O842,11/18/2018,S002,A002,P002,6,200.00,1200.00
O843,11/19/2018,S003,A003,P003,11,250.00,2750.00
O844,11/19/2018,S004,A004,P004,1,310.45,310.45
O845,11/19/2018,S005,A005,P005,1,53.00,53.00
O846,11/20/2018,S006,A006,P006,8,120.00,960.00
O847,11/21/2018,S007,A007,P007,11,234.51,2579.61
O848,11/21/2018,S008,A008,P008,9,234.20,2107.80
O849,11/21/2018,S009,A009,P009,10,634.00,6340.00
O850,11/22/2018,S010,A010,P010,3,521.00,1563.00
O851,11/22/2018,S011,A001,P011,7,533.00,3731.00
O852,11/23/2018,S012,A002,P012,5,51.00,255.00
O853,11/23/2018,S013,A003,P001,6,100.00,600.00
O854,11/23/2018,S014,A004,P002,8,200.00,1600.00
O855,11/24/2018,S015,A005,P003,11,250.00,2750.00
O856,11/24/2018,S001,A006,P004,8,310.45,2483.60
O857,11/24/2018,S002,A007,P005,9,53.00,477.00
O858,11/25/2018,S003,A008,P006,4,120.00,480.00
O859,11/26/2018,S004,A009,P007,4,234.51,938.04
O860,11/26/2018,S005,A010,P008,2,234.20,468.40
O861,11/27/2018,S006,A001,P009,12,634.00,7608.00
O862,11/27/2018,S007,A002,P010,7,521.00,3647.00
O863,11/28/2018,S008,A003,P011,5,533.00,2665.00
O864,11/29/2018,S009,A004,P012,5,51.00,255.00
O865,11/29/2018,S010,A005,P001,10,100.00,1000.00
O866,11/29/2018,S011,A006,P002,8,200.00,1600.00
O867,11/30/2018,S012,A007,P003,5,250.00,1250.00
O868,12/1/2018,S013,A008,P004,3,310.45,931.35
O869,12/1/2018,S014,A009,P005,1,53.00,53.00
O870,12/2/2018,S015,A010,P006,9,120.00,1080.00
O871,12/2/2018,S001,A001,P007,7,234.51,1641.57
O872,12/3/2018,S002,A002,P008,4,234.20,936.80
O873,12/3/2018,S003,A003,P009,7,634.00,4438.00
O874,12/4/2018,S004,A004,P010,7,521.00,3647.00
O875,12/4/2018,S005,A005,P011,2,533.00,1066.00
O876,12/4/2018,S006,A006,P012,8,51.00,408.00
O877,12/4/2018,S007,A007,P001,7,100.00,700.00
O878,12/5/2018,S008,A008,P002,6,200.00,1200.00
O879,12/5/2018,S009,A009,P003,7,250.00,1750.00
O880,12/5/2018,S010,A010,P004,8,310.45,2483.60
O881,12/6/2018,S011,A001,P005,8,53.00,424.00
O882,12/7/2018,S012,A002,P006,3,120.00,360.00
O883,12/7/2018,S013,A003,P007,8,234.51,1876.08
O884,12/7/2018,S014,A004,P008,8,234.20,1873.60
O885,12/8/2018,S015,A005,P009,8,634.00,5072.00
O886,12/8/2018,S001,A006,P010,1,521.00,521.00
O887,12/8/2018,S002,A007,P011,7,533.00,3731.00
O888,12/8/2018,S003,A008,P012,3,51.00,153.00
O889,12/8/2018,S004,A009,P001,2,100.00,200.00
O890,12/8/2018,S005,A010,P002,2,200.00,400.00
O891,12/8/2018,S006,A001,P003,7,250.00,1750.00
O892,12/9/2018,S007,A002,P004,7,310.45,2173.15
O893,12/9/2018,S008,A003,P005,12,53.00,636.00
O894,12/9/2018,S009,A004,P006,1,120.00,120.00
O895,12/10/2018,S010,A005,P007,7,234.51,1641.57
O896,12/10/2018,S011,A006,P008,5,234.20,1171.00
O897,12/10/2018,S012,A007,P009,12,634.00,7608.00
O898,12/10/2018,S013,A008,P010,9,521.00,4689.00
O899,12/10/2018,S014,A009,P011,10,533.00,5330.00
O900,12/11/2018,S015,A010,P012,2,51.00,102.00
O901,12/11/2018,S001,A001,P001,2,100.00,200.00
O902,12/13/2018,S002,A002,P002,2,200.00,400.00
O903,12/14/2018,S003,A003,P003,12,250.00,3000.00
O904,12/15/2018,S004,A004,P004,10,310.45,3104.50
O905,12/15/2018,S005,A005,P005,1,53.00,53.00
O906,12/16/2018,S006,A006,P006,6,120.00,720.00
O907,12/17/2018,S007,A007,P007,1,234.51,234.51
O908,12/17/2018,S008,A008,P008,4,234.20,936.80
O909,12/18/2018,S009,A009,P009,7,634.00,4438.00
O910,12/19/2018,S010,A010,P010,6,521.00,3126.00
O911,12/19/2018,S011,A001,P011,2,533.00,1066.00
O912,12/21/2018,S012,A002,P012,9,51.00,459.00
O913,12/21/2018,S013,A003,P001,9,100.00,900.00
O914,12/22/2018,S014,A004,P002,6,200.00,1200.00
O915,12/22/2018,S015,A005,P003,12,250.00,3000.00
O916,12/22/2018,S001,A006,P004,4,310.45,1241.80
O917,12/23/2018,S002,A007,P005,12,53.00,636.00
O918,12/23/2018,S003,A008,P006,9,120.00,1080.00
O919,12/24/2018,S004,A009,P007,12,234.51,2814.12
O920,12/24/2018,S005,A010,P008,4,234.20,936.80
O921,12/24/2018,S006,A001,P009,9,634.00,5706.00
O922,12/24/2018,S007,A002,P010,2,521.00,1042.00
O923,12/25/2018,S008,A003,P011,3,533.00,1599.00
O924,12/25/2018,S009,A004,P012,3,51.00,153.00
O925,12/26/2018,S010,A005,P001,10,100.00,1000.00
O926,12/27/2018,S011,A006,P002,7,200.00,1400.00
O927,12/27/2018,S012,A007,P003,10,250.00,2500.00
O928,12/27/2018,S013,A008,P004,12,310.45,3725.40
O929,12/28/2018,S014,A009,P005,4,53.00,212.00
O930,12/29/2018,S015,A010,P006,10,120.00,1200.00
O931,12/29/2018,S001,A001,P007,7,234.51,1641.57
O932,12/30/2018,S002,A002,P008,7,234.20,1639.40
O933,12/30/2018,S003,A003,P009,10,634.00,6340.00
O934,12/30/2018,S004,A004,P010,6,521.00,3126.00
O935,12/30/2018,S005,A005,P011,8,533.00,4264.00
O936,12/31/2018,S006,A006,P012,6,51.00,306.00
O937,12/31/2018,S007,A007,P001,1,100.00,100.00
O938,1/1/2019,S008,A008,P002,1,200.00,200.00
O939,1/2/2019,S009,A009,P003,6,250.00,1500.00
O940,1/3/2019,S010,A010,P004,9,310.45,2794.05
O941,1/4/2019,S011,A001,P005,10,53.00,530.00
